Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Internazionale,48,25.4,31,6.46,310.0,IT1,2008
2,AC Milan,41,27.1,18,6.81,279.4,IT1,2008
3,AS Roma,37,25.7,19,6.61,244.4,IT1,2008
4,Juventus FC,38,25.3,14,6.23,236.85,IT1,2008
5,ACF Fiorentina,46,23.3,16,3.73,171.35,IT1,2008
6,Udinese Calcio,49,22.7,24,2.35,115.05,IT1,2008
7,SS Lazio,40,26.1,15,2.77,110.8,IT1,2008
8,US Palermo,43,23.7,6,2.44,104.8,IT1,2008
9,SSC Napoli,30,26.8,9,2.57,76.95,IT1,2008
10,UC Sampdoria,41,24.3,8,1.85,75.7,IT1,2008
11,Genoa CFC,45,24.9,17,1.41,63.25,IT1,2008
12,Torino FC,40,25.3,8,1.5,60.05,IT1,2008
13,Calcio Catania,40,27.0,11,1.46,58.4,IT1,2008
14,Atalanta BC,38,25.5,10,1.44,54.8,IT1,2008
15,Parma FC,41,25.5,7,1.28,52.5,IT1,2008
16,Empoli FC,38,24.2,3,1.3,49.5,IT1,2008
17,AS Livorno,36,26.8,10,1.34,48.35,IT1,2008
18,Reggina Calcio,45,23.1,15,0.983,44.23,IT1,2008
19,AC Siena,42,25.9,18,1.02,42.8,IT1,2008
20,Cagliari Calcio,42,24.5,11,0.981,41.2,IT1,2008
