Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,FC Barcelona,39,24.7,20,29.72,1160.0,ES1,2019
2,Atlético de Madrid,37,24.2,17,26.21,969.7,ES1,2019
3,Real Madrid,36,24.7,15,24.89,896.1,ES1,2019
4,Valencia CF,33,24.8,17,15.14,499.65,ES1,2019
5,Sevilla FC,38,26.1,21,8.06,306.3,ES1,2019
6,Real Sociedad,33,24.1,9,9.12,300.95,ES1,2019
7,Real Betis Balompié,34,25.4,15,8.55,290.75,ES1,2019
8,Athletic Bilbao,32,26.8,3,7.32,234.25,ES1,2019
9,Celta de Vigo,30,25.3,19,7.8,234.1,ES1,2019
10,Villarreal CF,32,27.5,12,7.21,230.65,ES1,2019
11,RCD Espanyol Barcelona,30,26.8,9,5.82,174.7,ES1,2019
12,Getafe CF,28,27.3,13,4.72,132.2,ES1,2019
13,CD Leganés,38,25.9,19,2.96,112.45,ES1,2019
14,Deportivo Alavés,29,25.9,10,3.82,110.8,ES1,2019
15,Levante UD,31,25.8,10,3.48,107.85,ES1,2019
16,Girona FC,33,25.9,12,2.95,97.25,ES1,2019
17,SD Eibar,29,27.6,8,3.24,93.9,ES1,2019
18,Rayo Vallecano,36,26.2,13,2.41,86.7,ES1,2019
19,Real Valladolid CF,41,25.1,8,2.02,83.0,ES1,2019
20,SD Huesca,39,26.7,15,1.57,61.4,ES1,2019
