Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,RB Leipzig,31,23.4,14,1.32,41.05,L2,2016
2,SC Freiburg,34,23.8,12,0.965,32.8,L2,2016
3,1.FC Nuremberg,32,25.5,12,0.869,27.8,L2,2016
4,FC St. Pauli,31,24.4,9,0.692,21.45,L2,2016
5,Karlsruher SC,33,24.8,10,0.622,20.53,L2,2016
6,Eintracht Braunschweig,30,25.4,16,0.639,19.18,L2,2016
7,1.FC Kaiserslautern,33,24.3,12,0.577,19.05,L2,2016
8,1.FC Union Berlin,31,25.5,11,0.603,18.7,L2,2016
9,Fortuna Düsseldorf,34,25.6,16,0.538,18.3,L2,2016
10,SC Paderborn 07,34,26.3,13,0.528,17.95,L2,2016
11,TSV 1860 Munich,36,25.1,15,0.476,17.13,L2,2016
12,SpVgg Greuther Fürth,36,24.6,13,0.444,16.0,L2,2016
13,VfL Bochum,31,24.5,14,0.51,15.8,L2,2016
14,FSV Frankfurt,32,24.8,18,0.452,14.45,L2,2016
15,1.FC Heidenheim 1846,28,25.4,4,0.488,13.65,L2,2016
16,Arminia Bielefeld,31,26.3,6,0.425,13.18,L2,2016
17,SV Sandhausen,30,26.4,8,0.43,12.9,L2,2016
18,MSV Duisburg,35,26.4,15,0.328,11.48,L2,2016
