Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,US Sassuolo,34,23.4,4,0.99,33.65,IT2,2013
2,Hellas Verona,42,25.8,19,0.789,33.15,IT2,2013
3,Novara Calcio 1908,42,24.8,15,0.645,27.08,IT2,2013
4,AS Livorno,37,23.7,8,0.723,26.75,IT2,2013
5,Empoli FC,39,24.2,9,0.597,23.28,IT2,2013
6,Brescia Calcio,39,23.3,17,0.587,22.88,IT2,2013
7,Spezia Calcio,38,23.3,6,0.499,18.98,IT2,2013
8,Reggina Calcio,38,24.6,7,0.468,17.8,IT2,2013
9,Varese 1910,37,25.4,13,0.478,17.68,IT2,2013
10,AC Cesena,48,24.3,15,0.366,17.55,IT2,2013
11,Calcio Padova,47,24.4,15,0.368,17.3,IT2,2013
12,Modena FC,40,23.0,6,0.419,16.78,IT2,2013
13,Vicenza Calcio,48,24.8,10,0.312,14.98,IT2,2013
14,US Grosseto FC,53,24.3,11,0.262,13.9,IT2,2013
15,AS Bari,35,22.7,12,0.396,13.88,IT2,2013
16,FC Pro Vercelli 1892,49,24.3,8,0.283,13.85,IT2,2013
17,SS Juve Stabia,43,23.9,11,0.291,12.5,IT2,2013
18,Ternana Calcio,37,24.4,2,0.336,12.45,IT2,2013
19,FC Crotone,36,24.4,9,0.339,12.2,IT2,2013
20,SS Virtus Lanciano,35,24.7,5,0.334,11.7,IT2,2013
21,AS Cittadella,31,25.1,3,0.344,10.65,IT2,2013
22,Ascoli Calcio 1898,48,23.1,6,0.214,10.25,IT2,2013
