Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Deportivo Alavés,34,26.6,15,0.664,22.58,ES2,2007
2,Málaga CF,38,25.2,8,0.544,20.69,ES2,2007
3,Real Madrid Castilla,36,20.8,2,0.475,17.1,ES2,2007
4,Cádiz CF,30,27.0,7,0.521,15.63,ES2,2007
5,Real Valladolid CF,30,26.2,6,0.481,14.43,ES2,2007
6,Hércules CF,32,27.2,10,0.402,12.85,ES2,2007
7,UD Almería,26,26.9,4,0.478,12.43,ES2,2007
8,Albacete Balompié,36,25.5,4,0.329,11.85,ES2,2007
9,Real Murcia CF,30,27.0,6,0.342,10.25,ES2,2007
10,UD Salamanca,26,25.6,5,0.261,6.78,ES2,2007
11,CD Numancia,28,27.4,6,0.228,6.38,ES2,2007
12,CD Tenerife,31,24.9,4,0.166,5.15,ES2,2007
13,Elche CF,33,26.0,10,0.149,4.93,ES2,2007
14,Lorca Deportiva CF,34,26.8,5,0.145,4.93,ES2,2007
15,CD Castellón,32,26.0,5,0.148,4.75,ES2,2007
16,Ciudad de Murcia,34,25.6,5,0.138,4.7,ES2,2007
17,UD Vecindario,38,26.8,10,0.093,3.55,ES2,2007
18,Xerez CD,32,25.9,4,0.1,3.2,ES2,2007
19,UD Las Palmas,32,25.7,5,0.092,2.95,ES2,2007
20,Polideportivo Ejido,27,26.0,4,0.093,2.5,ES2,2007
21,SD Ponferradina,28,27.3,6,0.088,2.45,ES2,2007
22,Sporting Gijón,30,23.3,1,0.053,1.58,ES2,2007
