Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Olympique Lyon,29,24.0,12,4.62,133.9,FR1,2005
2,AS Monaco,32,24.2,17,3.24,103.8,FR1,2005
3,Paris Saint-Germain,34,25.1,21,2.4,81.75,FR1,2005
4,Olympique Marseille,29,25.7,14,2.71,78.6,FR1,2005
5,Stade Rennais FC,31,22.7,16,1.98,61.3,FR1,2005
6,LOSC Lille,30,23.9,14,1.88,56.25,FR1,2005
7,FC Girondins Bordeaux,26,24.7,12,2.02,52.6,FR1,2005
8,RC Lens,28,24.9,16,1.88,52.5,FR1,2005
9,FC Sochaux-Montbéliard,30,24.7,15,1.66,49.65,FR1,2005
10,AJ Auxerre,37,24.4,12,1.29,47.85,FR1,2005
11,FC Nantes,38,23.3,19,1.25,47.55,FR1,2005
12,AS Saint-Étienne,29,23.9,12,1.29,37.5,FR1,2005
13,FC Toulouse,29,24.0,9,1.28,37.1,FR1,2005
14,FC Metz,32,23.2,17,1.12,35.7,FR1,2005
15,RC Strasbourg Alsace,32,24.0,16,1.1,35.1,FR1,2005
16,OGC Nice,31,26.3,12,1.1,34.1,FR1,2005
17,SC Bastia,32,24.8,16,0.995,31.85,FR1,2005
18,AC Ajaccio,29,26.4,16,0.847,24.55,FR1,2005
19,SM Caen,33,24.6,12,0.688,22.7,FR1,2005
20,FC Istres Ouest Provence,33,26.2,13,0.561,18.5,FR1,2005
