Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Empoli FC,45,24.1,14,0.845,38.03,IT2,2020
2,Ascoli Calcio,45,25.0,12,0.602,27.08,IT2,2020
3,AC Perugia Calcio,38,24.6,13,0.665,25.28,IT2,2020
4,Chievo Verona,48,24.9,26,0.49,23.53,IT2,2020
5,Delfino Pescara 1936,49,24.9,14,0.429,21.03,IT2,2020
6,Benevento Calcio,33,26.3,8,0.631,20.83,IT2,2020
7,Frosinone Calcio,35,25.7,7,0.571,20.0,IT2,2020
8,FC Crotone,37,25.3,16,0.511,18.9,IT2,2020
9,AS Livorno,46,24.3,14,0.385,17.73,IT2,2020
10,Virtus Entella,42,25.1,5,0.408,17.13,IT2,2020
11,US Salernitana 1919,39,25.4,13,0.426,16.63,IT2,2020
12,Spezia Calcio,33,24.8,14,0.492,16.25,IT2,2020
13,Trapani Calcio,49,24.9,14,0.318,15.6,IT2,2020
14,US Cremonese,38,25.7,7,0.409,15.53,IT2,2020
15,AC Pisa 1909,38,26.0,4,0.376,14.28,IT2,2020
16,Pordenone Calcio,33,26.2,2,0.377,12.43,IT2,2020
17,Venezia FC,39,25.3,7,0.308,12.0,IT2,2020
18,AS Cittadella,30,25.7,2,0.39,11.7,IT2,2020
19,SS Juve Stabia,43,26.1,7,0.256,11.0,IT2,2020
20,Cosenza Calcio,32,26.1,11,0.343,10.98,IT2,2020
