Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Chelsea FC,31,24.4,24,10.69,331.48,GB1,2005
2,Manchester United,37,24.2,25,7.93,293.23,GB1,2005
3,Arsenal FC,37,23.4,29,6.68,247.0,GB1,2005
4,Liverpool FC,38,24.8,26,5.85,222.13,GB1,2005
5,Tottenham Hotspur,37,24.6,21,3.44,127.25,GB1,2005
6,Newcastle United,32,25.4,15,3.93,125.9,GB1,2005
7,Birmingham City,37,26.1,21,2.86,105.98,GB1,2005
8,Manchester City,34,26.1,21,2.77,94.3,GB1,2005
9,Middlesbrough FC,32,25.7,13,2.78,88.93,GB1,2005
10,Southampton FC,41,25.9,25,2.08,85.48,GB1,2005
11,Aston Villa,26,24.7,16,3.24,84.18,GB1,2005
12,Everton FC,27,26.8,16,2.75,74.28,GB1,2005
13,Blackburn Rovers,35,27.1,26,2.11,73.88,GB1,2005
14,Fulham FC,34,25.9,23,1.92,65.23,GB1,2005
15,Bolton Wanderers,29,28.0,20,2.19,63.58,GB1,2005
16,Portsmouth FC,36,26.0,23,1.75,63.0,GB1,2005
17,Charlton Athletic,26,26.5,15,2.22,57.8,GB1,2005
18,West Bromwich Albion,32,27.1,19,1.58,50.4,GB1,2005
19,Crystal Palace,35,24.8,17,1.1,38.53,GB1,2005
20,Norwich City,27,27.0,12,1.15,30.95,GB1,2005
