Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,UC Sampdoria,42,25.3,16,1.44,60.6,IT2,2012
2,Delfino Pescara 1936,45,24.3,4,0.826,37.15,IT2,2012
3,Torino FC,34,26.4,10,1.01,34.18,IT2,2012
4,Brescia Calcio,42,23.7,17,0.808,33.93,IT2,2012
5,US Sassuolo,41,25.1,4,0.695,28.5,IT2,2012
6,Reggina Calcio,44,24.4,8,0.499,21.98,IT2,2012
7,Varese 1910,39,25.4,10,0.537,20.93,IT2,2012
8,AS Bari,47,24.5,17,0.443,20.83,IT2,2012
9,Calcio Padova,41,24.2,11,0.462,18.93,IT2,2012
10,Hellas Verona,34,25.9,11,0.489,16.63,IT2,2012
11,AS Livorno,42,24.3,7,0.346,14.55,IT2,2012
12,FC Crotone,35,23.2,8,0.413,14.45,IT2,2012
13,Empoli FC,40,23.8,10,0.338,13.53,IT2,2012
14,SS Juve Stabia,38,24.8,8,0.329,12.5,IT2,2012
15,Modena FC,43,24.1,6,0.288,12.38,IT2,2012
16,US Grosseto FC,43,24.9,6,0.275,11.83,IT2,2012
17,Vicenza Calcio,39,24.9,5,0.3,11.7,IT2,2012
18,AS Gubbio 1910,39,23.6,7,0.26,10.15,IT2,2012
19,Ascoli Calcio 1898,38,24.8,5,0.236,8.95,IT2,2012
20,UC AlbinoLeffe,41,23.1,5,0.192,7.88,IT2,2012
21,AS Cittadella,33,24.4,4,0.232,7.65,IT2,2012
22,ASG Nocerina,48,26.2,5,0.158,7.58,IT2,2012
