Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Real Madrid,36,25.7,19,21.41,770.75,ES1,2022
2,FC Barcelona,47,25.1,23,15.65,735.6,ES1,2022
3,Atlético de Madrid,43,25.3,24,15.39,661.8,ES1,2022
4,Villarreal CF,39,26.0,15,10.48,408.9,ES1,2022
5,Sevilla FC,43,25.7,21,8.95,385.0,ES1,2022
6,Real Sociedad,40,24.7,8,9.42,376.95,ES1,2022
7,Valencia CF,44,23.6,21,7.06,310.6,ES1,2022
8,Real Betis Balompié,38,27.4,13,6.82,259.0,ES1,2022
9,Athletic Bilbao,31,25.7,1,7.29,226.05,ES1,2022
10,Getafe CF,43,25.2,18,4.85,208.68,ES1,2022
11,RCD Espanyol Barcelona,38,25.4,7,3.46,131.6,ES1,2022
12,Celta de Vigo,34,25.5,11,3.53,120.0,ES1,2022
13,CA Osasuna,32,26.9,4,3.39,108.45,ES1,2022
14,Granada CF,39,26.5,16,2.66,103.75,ES1,2022
15,Levante UD,42,26.3,12,1.85,77.9,ES1,2022
16,RCD Mallorca,41,25.7,15,1.81,74.15,ES1,2022
17,Elche CF,37,27.4,13,1.97,72.98,ES1,2022
18,Cádiz CF,37,27.3,14,1.83,67.8,ES1,2022
19,Rayo Vallecano,36,26.2,14,1.87,67.2,ES1,2022
20,Deportivo Alavés,43,25.1,15,1.52,65.35,ES1,2022
