Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,1.FC Kaiserslautern,34,24.3,17,0.788,26.78,L2,2007
2,1. FC Köln,36,25.0,19,0.724,26.05,L2,2007
3,Karlsruher SC,28,24.5,9,0.87,24.35,L2,2007
4,MSV Duisburg,30,26.6,9,0.748,22.43,L2,2007
5,FC Hansa Rostock,28,25.9,7,0.739,20.7,L2,2007
6,SC Freiburg,29,24.7,17,0.659,19.1,L2,2007
7,SpVgg Greuther Fürth,30,24.5,14,0.547,16.4,L2,2007
8,TSV 1860 Munich,31,24.6,11,0.444,13.75,L2,2007
9,TuS Koblenz,33,26.8,16,0.402,13.25,L2,2007
10,FC Erzgebirge Aue,29,27.6,11,0.433,12.55,L2,2007
11,FC Augsburg,29,27.4,10,0.433,12.55,L2,2007
12,SC Paderborn 07,31,26.4,15,0.375,11.63,L2,2007
13,FC Carl Zeiss Jena,39,25.6,12,0.298,11.63,L2,2007
14,Kickers Offenbach,31,27.5,9,0.369,11.45,L2,2007
15,Rot-Weiss Essen,28,27.5,13,0.4,11.2,L2,2007
16,SpVgg Unterhaching,31,26.4,12,0.352,10.9,L2,2007
17,SV Wacker Burghausen,31,25.1,14,0.351,10.88,L2,2007
18,Eintracht Braunschweig,39,26.4,14,0.276,10.75,L2,2007
