Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Juventus FC,38,25.5,21,11.58,440.0,IT1,2016
2,AS Roma,48,24.7,33,6.94,332.9,IT1,2016
3,SSC Napoli,34,25.9,22,9.47,321.93,IT1,2016
4,Inter Milan,42,25.2,30,7.01,294.28,IT1,2016
5,AC Milan,42,25.5,16,5.09,213.83,IT1,2016
6,ACF Fiorentina,39,26.1,29,4.89,190.53,IT1,2016
7,SS Lazio,38,25.7,26,4.61,175.3,IT1,2016
8,UC Sampdoria,43,26.0,22,2.94,126.53,IT1,2016
9,Genoa CFC,47,24.2,27,2.5,117.55,IT1,2016
10,US Sassuolo,39,24.7,5,2.49,97.0,IT1,2016
11,Udinese Calcio,43,26.3,31,2.16,93.0,IT1,2016
12,Torino FC,39,25.7,17,2.3,89.83,IT1,2016
13,Atalanta BC,44,26.8,15,1.78,78.45,IT1,2016
14,Bologna FC 1909,42,25.7,17,1.79,75.23,IT1,2016
15,Empoli FC,38,24.1,16,1.96,74.6,IT1,2016
16,US Palermo,40,24.5,21,1.72,68.68,IT1,2016
17,Carpi FC 1909,41,25.9,18,1.27,52.05,IT1,2016
18,Chievo Verona,40,27.5,17,1.24,49.78,IT1,2016
19,Hellas Verona,42,25.9,20,1.14,47.73,IT1,2016
20,Frosinone Calcio,35,26.2,10,1.09,38.3,IT1,2016
