Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,West Bromwich Albion,35,26.1,16,1.67,58.35,GB2,2007
2,Birmingham City,32,24.8,16,1.67,53.4,GB2,2007
3,Sunderland AFC,41,25.3,30,1.05,42.88,GB2,2007
4,Leeds United,47,27.3,23,0.906,42.58,GB2,2007
5,Southampton FC,32,25.9,19,1.26,40.48,GB2,2007
6,Stoke City,41,25.6,24,0.899,36.85,GB2,2007
7,Wolverhampton Wanderers,43,24.2,23,0.813,34.95,GB2,2007
8,Crystal Palace,35,25.6,17,0.869,30.43,GB2,2007
9,Derby County,39,25.6,18,0.774,30.17,GB2,2007
10,Coventry City,42,26.3,22,0.646,27.15,GB2,2007
11,Norwich City,41,24.4,20,0.654,26.83,GB2,2007
12,Ipswich Town,44,24.6,21,0.594,26.13,GB2,2007
13,Burnley FC,27,28.8,18,0.903,24.38,GB2,2007
14,Cardiff City,42,24.1,26,0.56,23.52,GB2,2007
15,Leicester City,37,24.9,23,0.6,22.2,GB2,2007
16,Preston North End,33,25.5,11,0.657,21.68,GB2,2007
17,Queens Park Rangers,44,25.8,20,0.423,18.63,GB2,2007
18,Sheffield Wednesday,39,23.9,22,0.418,16.3,GB2,2007
19,Hull City,36,25.6,10,0.397,14.28,GB2,2007
20,Luton Town,37,24.8,17,0.335,12.4,GB2,2007
21,Barnsley FC,40,23.3,12,0.264,10.55,GB2,2007
22,Southend United,30,24.7,10,0.337,10.1,GB2,2007
23,Plymouth Argyle,32,24.7,13,0.314,10.05,GB2,2007
24,Colchester United,26,24.4,6,0.248,6.45,GB2,2007
