Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,1.FC Nuremberg,37,25.0,16,1.09,40.5,L2,2009
2,1.FSV Mainz 05,30,27.1,17,1.03,30.8,L2,2009
3,SC Freiburg,27,24.5,15,1.02,27.55,L2,2009
4,MSV Duisburg,35,25.7,18,0.691,24.18,L2,2009
5,TSV 1860 Munich,35,24.7,11,0.674,23.6,L2,2009
6,FC Hansa Rostock,37,24.8,15,0.608,22.5,L2,2009
7,1.FC Kaiserslautern,34,24.3,13,0.632,21.5,L2,2009
8,Alemannia Aachen,27,26.1,8,0.754,20.35,L2,2009
9,SpVgg Greuther Fürth,28,25.8,10,0.714,20.0,L2,2009
10,TuS Koblenz,41,26.0,18,0.388,15.91,L2,2009
11,FC St. Pauli,32,26.1,7,0.489,15.65,L2,2009
12,FC Augsburg,31,27.4,11,0.492,15.25,L2,2009
13,SV Wehen Wiesbaden,36,25.7,15,0.339,12.2,L2,2009
14,Rot Weiss Ahlen,28,26.4,4,0.414,11.6,L2,2009
15,VfL Osnabrück,29,26.3,6,0.397,11.53,L2,2009
16,FSV Frankfurt,32,27.7,12,0.344,11.0,L2,2009
17,Rot-Weiß Oberhausen,30,26.5,6,0.323,9.68,L2,2009
18,FC Ingolstadt 04,31,26.2,5,0.28,8.68,L2,2009
