Rank,Club,Squad,Avg Age,Foreigners,Avg Player Value (m),Value (m),League,Year
1,Ajax Amsterdam,34,22.6,12,3.25,110.45,NL1,2015
2,PSV Eindhoven,31,22.6,10,3.25,100.8,NL1,2015
3,Feyenoord Rotterdam,31,25.1,8,2.13,65.95,NL1,2015
4,Twente Enschede FC,33,22.9,19,1.54,50.9,NL1,2015
5,Vitesse Arnhem,23,23.9,15,1.86,42.8,NL1,2015
6,AZ Alkmaar,29,23.0,16,1.29,37.53,NL1,2015
7,SC Heerenveen,38,22.1,16,0.863,32.8,NL1,2015
8,FC Groningen,35,23.4,14,0.846,29.6,NL1,2015
9,FC Utrecht,41,22.8,15,0.668,27.4,NL1,2015
10,PEC Zwolle,34,23.8,18,0.678,23.05,NL1,2015
11,ADO Den Haag,31,23.4,12,0.602,18.68,NL1,2015
12,NAC Breda,33,24.4,16,0.405,13.35,NL1,2015
13,Heracles Almelo,33,24.7,11,0.38,12.53,NL1,2015
14,SC Cambuur Leeuwarden,29,25.0,8,0.379,11.0,NL1,2015
15,Go Ahead Eagles,28,23.7,4,0.379,10.6,NL1,2015
16,Willem II Tilburg,29,24.7,17,0.356,10.33,NL1,2015
17,Excelsior Rotterdam,27,24.4,4,0.319,8.6,NL1,2015
18,FC Dordrecht,34,23.2,15,0.231,7.85,NL1,2015
