Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,FC Lorient,28,17,3,8,45:25,20,54,FR2,2020
2,RC Lens,28,15,8,5,39:24,15,53,FR2,2020
3,AC Ajaccio,28,15,7,6,38:22,16,52,FR2,2020
4,ESTAC Troyes,28,16,3,9,34:25,9,51,FR2,2020
5,Clermont Foot 63,28,14,8,6,35:25,10,50,FR2,2020
6,AC Le Havre,28,11,11,6,38:25,13,44,FR2,2020
7,Valenciennes FC,28,11,9,8,24:20,4,42,FR2,2020
8,EA Guingamp,28,10,9,9,40:33,7,39,FR2,2020
9,Grenoble Foot 38,28,7,14,7,27:29,-2,35,FR2,2020
10,FC Chambly Oise,28,9,8,11,26:32,-6,35,FR2,2020
11,AJ Auxerre,28,8,10,10,31:30,1,34,FR2,2020
12,AS Nancy-Lorraine,28,6,16,6,27:26,1,34,FR2,2020
13,SM Caen,28,8,10,10,33:34,-1,34,FR2,2020
14,FC Sochaux-Montbéliard,28,8,10,10,28:30,-2,34,FR2,2020
15,LB Châteauroux,28,9,7,12,22:38,-16,34,FR2,2020
16,Rodez AF,28,8,8,12,31:34,-3,32,FR2,2020
17,Paris FC,28,7,7,14,22:40,-18,28,FR2,2020
18,Chamois Niortais FC,28,6,8,14,30:41,-11,26,FR2,2020
19,Le Mans FC,28,7,5,16,30:45,-15,26,FR2,2020
20,US Orléans,28,4,7,17,21:43,-22,19,FR2,2020
