Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,Empoli FC ,42,19,17,6,58:36,22,74,IT2,2005
2,Torino Calcio,42,21,11,10,49:31,18,74,IT2,2005
3,AC Perugia,42,21,11,10,56:34,22,74,IT2,2005
4,Treviso FBC 1993,42,18,10,14,58:48,10,64,IT2,2005
5,Ascoli Calcio 1898,42,17,11,14,51:52,-1,62,IT2,2005
6,Hellas Verona,42,15,16,11,60:47,13,61,IT2,2005
7,Modena FC,42,16,14,12,47:37,10,61,IT2,2005
8,Ternana Calcio,42,14,15,13,51:54,-3,57,IT2,2005
9,Piacenza FC,42,16,8,18,44:46,-2,56,IT2,2005
10,AS Bari,42,13,17,12,41:37,4,55,IT2,2005
11,UC AlbinoLeffe,42,14,13,15,55:51,4,55,IT2,2005
12,Calcio Catania,42,13,16,13,42:44,-2,55,IT2,2005
13,AC Arezzo,42,12,15,15,51:52,-1,51,IT2,2005
14,US Salernitana,42,12,15,15,50:57,-7,51,IT2,2005
15,AC Cesena,42,12,14,16,47:61,-14,50,IT2,2005
16,FC Crotone,42,13,14,15,48:45,3,50,IT2,2005
17,Vicenza Calcio,42,12,13,17,59:67,-8,49,IT2,2005
18,US Triestina,42,12,12,18,43:54,-11,48,IT2,2005
19,Delfino Pescara 1936,42,10,16,16,43:61,-18,46,IT2,2005
20,AC Venezia 1907,42,7,14,21,33:58,-25,35,IT2,2005
21,US Catanzaro,42,5,11,26,40:82,-42,26,IT2,2005
22,Genoa CFC,42,19,19,4,72:44,28,0,IT2,2005
