Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,Elche CF,42,23,13,6,54:27,27,82,ES2,2013
2,Villarreal CF,42,21,14,7,68:38,30,77,ES2,2013
3,UD Almería,42,22,8,12,72:50,22,74,ES2,2013
4,Girona FC,42,21,8,13,74:56,18,71,ES2,2013
5,AD Alcorcón,42,21,6,15,57:55,2,69,ES2,2013
6,UD Las Palmas,42,18,12,12,62:55,7,66,ES2,2013
7,SD Ponferradina,42,19,9,14,57:50,7,66,ES2,2013
8,Real Madrid Castilla,42,17,8,17,80:62,18,59,ES2,2013
9,FC Barcelona B,42,15,12,15,76:71,5,57,ES2,2013
10,Sporting Gijón,42,15,11,16,60:53,7,56,ES2,2013
11,CD Lugo,42,15,11,16,46:54,-8,56,ES2,2013
12,CD Numancia,42,13,16,13,53:55,-2,55,ES2,2013
13,Recreativo Huelva,42,15,9,18,46:57,-11,54,ES2,2013
14,Córdoba CF,42,15,9,18,55:55,0,54,ES2,2013
15,CD Mirandés,42,13,13,16,35:51,-16,52,ES2,2013
16,CE Sabadell FC,42,14,10,18,54:69,-15,52,ES2,2013
17,Hércules CF,42,13,11,18,43:53,-10,50,ES2,2013
18,CD Guadalajara,42,12,14,16,46:53,-7,50,ES2,2013
19,Real Murcia CF,42,12,11,19,43:56,-13,47,ES2,2013
20,Racing Santander,42,12,10,20,38:51,-13,46,ES2,2013
21,SD Huesca,42,11,12,19,46:58,-12,45,ES2,2013
22,Xerez CD,42,7,9,26,38:74,-36,30,ES2,2013
