Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,US Palermo,42,25,11,6,62:28,34,86,IT2,2014
2,Empoli FC ,42,20,12,10,59:35,24,72,IT2,2014
3,US Latina Calcio,42,18,14,10,44:36,8,68,IT2,2014
4,AC Cesena,42,17,15,10,45:35,10,66,IT2,2014
5,Modena FC,42,16,16,10,65:43,22,64,IT2,2014
6,FC Crotone,42,17,12,13,56:52,4,63,IT2,2014
7,AS Bari,42,19,10,13,52:43,9,63,IT2,2014
8,Spezia Calcio,42,16,14,12,46:48,-2,62,IT2,2014
9,AC Siena,42,18,15,9,57:41,16,61,IT2,2014
10,SS Virtus Lanciano,42,15,15,12,44:45,-1,60,IT2,2014
11,AS Avellino 1912,42,15,14,13,48:45,3,59,IT2,2014
12,Carpi FC 1909,42,16,11,15,50:49,1,59,IT2,2014
13,Brescia Calcio,42,15,14,13,56:53,3,59,IT2,2014
14,Trapani Calcio,42,14,15,13,58:54,4,57,IT2,2014
15,Delfino Pescara 1936,42,13,13,16,50:53,-3,52,IT2,2014
16,Ternana Calcio,42,12,15,15,54:56,-2,51,IT2,2014
17,AS Cittadella,42,11,14,17,42:49,-7,47,IT2,2014
18,Varese 1910,42,12,11,19,51:63,-12,47,IT2,2014
19,Novara Calcio 1908,42,10,14,18,40:58,-18,44,IT2,2014
20,Calcio Padova,42,10,11,21,45:63,-18,41,IT2,2014
21,Reggina Calcio,42,6,11,25,38:70,-32,28,IT2,2014
22,SS Juve Stabia ,42,2,13,27,37:80,-43,19,IT2,2014
