Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,Borussia Mönchengladbach,34,18,12,4,71:38,33,66,L2,2008
2,TSG 1899 Hoffenheim,34,17,9,8,60:40,20,60,L2,2008
3,1. FC Köln,34,17,9,8,62:44,18,60,L2,2008
4,1.FSV Mainz 05,34,16,10,8,62:36,26,58,L2,2008
5,SC Freiburg,34,15,10,9,49:44,5,55,L2,2008
6,SpVgg Greuther Fürth,34,14,10,10,53:47,6,52,L2,2008
7,Alemannia Aachen,34,14,9,11,49:44,5,51,L2,2008
8,TuS Koblenz,34,12,11,11,46:47,-1,47,L2,2008
9,SV Wehen Wiesbaden,34,11,11,12,47:53,-6,44,L2,2008
10,FC St. Pauli,34,11,9,14,47:53,-6,42,L2,2008
11,TSV 1860 Munich,34,9,14,11,42:45,-3,41,L2,2008
12,VfL Osnabrück,34,10,10,14,43:54,-11,40,L2,2008
13,1.FC Kaiserslautern,34,9,12,13,37:37,0,39,L2,2008
14,FC Augsburg,34,10,8,16,39:51,-12,38,L2,2008
15,Kickers Offenbach,34,9,11,14,38:60,-22,38,L2,2008
16,FC Erzgebirge Aue,34,7,11,16,49:57,-8,32,L2,2008
17,SC Paderborn 07,34,6,13,15,33:54,-21,31,L2,2008
18,FC Carl Zeiss Jena,34,6,11,17,45:68,-23,29,L2,2008
