Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,Juventus FC,38,27,6,5,71:24,47,87,IT1,2013
2,SSC Napoli,38,23,9,6,73:36,37,78,IT1,2013
3,AC Milan,38,21,9,8,67:39,28,72,IT1,2013
4,ACF Fiorentina,38,21,7,10,72:44,28,70,IT1,2013
5,Udinese Calcio,38,18,12,8,59:45,14,66,IT1,2013
6,AS Roma,38,18,8,12,71:56,15,62,IT1,2013
7,SS Lazio,38,18,7,13,51:42,9,61,IT1,2013
8,Calcio Catania,38,15,11,12,50:46,4,56,IT1,2013
9,FC Internazionale,38,16,6,16,55:57,-2,54,IT1,2013
10,Parma FC,38,13,10,15,45:46,-1,49,IT1,2013
11,Cagliari Calcio,38,12,11,15,43:55,-12,47,IT1,2013
12,Chievo Verona,38,12,9,17,37:52,-15,45,IT1,2013
13,Bologna FC 1909,38,11,11,16,46:52,-6,44,IT1,2013
14,UC Sampdoria,38,11,10,17,43:51,-8,42,IT1,2013
15,Atalanta BC,38,11,9,18,39:56,-17,40,IT1,2013
16,Torino FC,38,8,16,14,46:55,-9,39,IT1,2013
17,Genoa CFC,38,8,14,16,38:52,-14,38,IT1,2013
18,US Palermo,38,6,14,18,34:54,-20,32,IT1,2013
19,AC Siena,38,9,9,20,36:57,-21,30,IT1,2013
20,Delfino Pescara 1936,38,6,4,28,27:84,-57,22,IT1,2013
