Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,Juventus FC,38,30,5,3,86:24,62,95,IT1,2018
2,SSC Napoli,38,28,7,3,77:29,48,91,IT1,2018
3,AS Roma,38,23,8,7,61:28,33,77,IT1,2018
4,Inter Milan,38,20,12,6,66:30,36,72,IT1,2018
5,SS Lazio,38,21,9,8,89:49,40,72,IT1,2018
6,AC Milan,38,18,10,10,56:42,14,64,IT1,2018
7,Atalanta BC,38,16,12,10,57:39,18,60,IT1,2018
8,ACF Fiorentina,38,16,9,13,54:46,8,57,IT1,2018
9,Torino FC,38,13,15,10,54:46,8,54,IT1,2018
10,UC Sampdoria,38,16,6,16,56:60,-4,54,IT1,2018
11,US Sassuolo,38,11,10,17,29:59,-30,43,IT1,2018
12,Genoa CFC,38,11,8,19,33:43,-10,41,IT1,2018
13,Chievo Verona,38,10,10,18,36:59,-23,40,IT1,2018
14,Udinese Calcio,38,12,4,22,48:63,-15,40,IT1,2018
15,Bologna FC 1909,38,11,6,21,40:52,-12,39,IT1,2018
16,Cagliari Calcio,38,11,6,21,33:61,-28,39,IT1,2018
17,SPAL 2013,38,8,14,16,39:59,-20,38,IT1,2018
18,FC Crotone,38,9,8,21,40:66,-26,35,IT1,2018
19,Hellas Verona,38,7,4,27,30:78,-48,25,IT1,2018
20,Benevento Calcio,38,6,3,29,33:84,-51,21,IT1,2018
