Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,FC Porto,30,22,3,5,65:20,45,69,PO1,2007
2,Sporting CP,30,20,8,2,54:15,39,68,PO1,2007
3,SL Benfica,30,20,7,3,55:20,35,67,PO1,2007
4,SC Braga,30,14,8,8,35:30,5,50,PO1,2007
5,CF Os Belenenses,30,15,4,11,36:29,7,49,PO1,2007
6,FC Paços de Ferreira,30,10,12,8,31:36,-5,42,PO1,2007
7,União de Leiria,30,10,11,9,25:27,-2,41,PO1,2007
8,CD Nacional,30,11,6,13,41:38,3,39,PO1,2007
9,Boavista FC,30,8,11,11,32:34,-2,35,PO1,2007
10,Clube Futebol Estrela da Amadora,30,9,8,13,23:36,-13,35,PO1,2007
11,Naval 1º de Maio,30,7,11,12,28:37,-9,32,PO1,2007
12,CS Marítimo,30,8,8,14,30:44,-14,32,PO1,2007
13,Académica Coimbra,30,6,8,16,28:46,-18,26,PO1,2007
14,Vitória Setúbal FC,30,5,9,16,21:45,-24,24,PO1,2007
15,SC Beira-Mar,30,4,11,15,28:55,-27,23,PO1,2007
16,Desportivo Aves (- 2020),30,5,7,18,22:42,-20,22,PO1,2007
