Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,Benevento Calcio,38,26,8,4,67:27,40,86,IT2,2020
2,FC Crotone,38,20,8,10,63:40,23,68,IT2,2020
3,Spezia Calcio,38,17,10,11,54:40,14,61,IT2,2020
4,Pordenone Calcio,38,16,10,12,48:46,2,58,IT2,2020
5,AS Cittadella,38,17,7,14,49:49,0,58,IT2,2020
6,Chievo Verona,38,14,14,10,48:38,10,56,IT2,2020
7,Empoli FC ,38,14,12,12,47:48,-1,54,IT2,2020
8,Frosinone Calcio,38,14,12,12,41:38,3,54,IT2,2020
9,AC Pisa 1909,38,14,12,12,49:45,4,54,IT2,2020
10,US Salernitana 1919,38,14,10,14,53:50,3,52,IT2,2020
11,Venezia FC,38,12,14,12,37:40,-3,50,IT2,2020
12,US Cremonese,38,12,13,13,42:43,-1,49,IT2,2020
13,Virtus Entella,38,12,12,14,46:50,-4,48,IT2,2020
14,Ascoli Calcio,38,13,7,18,50:58,-8,46,IT2,2020
15,Cosenza Calcio,38,12,10,16,50:49,1,46,IT2,2020
16,AC Perugia Calcio,38,12,9,17,38:49,-11,45,IT2,2020
17,Delfino Pescara 1936,38,12,9,17,48:55,-7,45,IT2,2020
18,Trapani Calcio,38,11,13,14,48:60,-12,44,IT2,2020
19,SS Juve Stabia,38,11,8,19,47:63,-16,41,IT2,2020
20,AS Livorno,38,5,6,27,30:67,-37,21,IT2,2020
