Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,FC Porto,30,23,6,1,69:19,50,75,PO1,2012
2,SL Benfica,30,21,6,3,66:27,39,69,PO1,2012
3,SC Braga,30,19,5,6,59:29,30,62,PO1,2012
4,Sporting CP,30,18,5,7,47:26,21,59,PO1,2012
5,CS Marítimo,30,14,8,8,41:38,3,50,PO1,2012
6,Vitória Guimarães SC,30,14,3,13,40:40,0,45,PO1,2012
7,CD Nacional,30,13,5,12,48:50,-2,44,PO1,2012
8,SC Olhanense,30,9,12,9,36:38,-2,39,PO1,2012
9,Gil Vicente FC,30,8,10,12,31:42,-11,34,PO1,2012
10,FC Paços de Ferreira,30,8,7,15,35:53,-18,31,PO1,2012
11,Vitória Setúbal FC,30,8,6,16,24:49,-25,30,PO1,2012
12,Académica Coimbra,30,7,8,15,27:38,-11,29,PO1,2012
13,SC Beira-Mar,30,8,5,17,26:38,-12,29,PO1,2012
14,Rio Ave FC,30,7,7,16,33:42,-9,28,PO1,2012
15,CD Feirense,30,5,9,16,27:49,-22,24,PO1,2012
16,União de Leiria,30,5,4,21,25:56,-31,19,PO1,2012
