Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,Real Betis Balompié,42,25,8,9,85:44,41,83,ES2,2011
2,Rayo Vallecano,42,23,10,9,73:48,25,79,ES2,2011
3,FC Barcelona B,42,20,11,11,85:62,23,71,ES2,2011
4,Elche CF,42,18,15,9,55:42,13,69,ES2,2011
5,Granada CF,42,18,14,10,71:47,24,68,ES2,2011
6,Celta de Vigo,42,17,16,9,62:43,19,67,ES2,2011
7,Real Valladolid CF,42,19,9,14,65:51,14,66,ES2,2011
8,Xerez CD,42,17,9,16,60:64,-4,60,ES2,2011
9,AD Alcorcón,42,17,7,18,57:52,5,58,ES2,2011
10,CD Numancia,42,17,6,19,65:63,2,57,ES2,2011
11,Girona FC,42,15,12,15,58:56,2,57,ES2,2011
12,Recreativo Huelva,42,12,20,10,44:37,7,56,ES2,2011
13,FC Cartagena,42,16,8,18,48:63,-15,56,ES2,2011
14,SD Huesca,42,13,16,13,39:45,-6,55,ES2,2011
15,UD Las Palmas,42,13,15,14,56:71,-15,54,ES2,2011
16,Córdoba CF,42,13,13,16,58:63,-5,52,ES2,2011
17,Villarreal CF B,42,15,6,21,43:63,-20,51,ES2,2011
18,Gimnàstic de Tarragona,42,12,13,17,37:45,-8,49,ES2,2011
19,UD Salamanca,42,13,7,22,46:68,-22,46,ES2,2011
20,CD Tenerife,42,9,11,22,42:66,-24,38,ES2,2011
21,SD Ponferradina,42,5,19,18,36:63,-27,34,ES2,2011
22,Albacete Balompié,42,7,11,24,35:64,-29,32,ES2,2011
