Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,Fortuna Düsseldorf,34,19,6,9,57:44,13,63,L2,2018
2,1.FC Nuremberg,34,17,9,8,61:39,22,60,L2,2018
3,Holstein Kiel,34,14,14,6,71:44,27,56,L2,2018
4,Arminia Bielefeld,34,12,12,10,51:47,4,48,L2,2018
5,SSV Jahn Regensburg,34,14,6,14,53:53,0,48,L2,2018
6,VfL Bochum,34,13,9,12,37:40,-3,48,L2,2018
7,MSV Duisburg,34,13,9,12,52:56,-4,48,L2,2018
8,1.FC Union Berlin,34,12,11,11,54:46,8,47,L2,2018
9,FC Ingolstadt 04,34,12,9,13,47:45,2,45,L2,2018
10,SV Darmstadt 98,34,10,13,11,47:45,2,43,L2,2018
11,SV Sandhausen,34,11,10,13,35:33,2,43,L2,2018
12,FC St. Pauli,34,11,10,13,35:48,-13,43,L2,2018
13,1.FC Heidenheim 1846,34,11,9,14,50:56,-6,42,L2,2018
14,SG Dynamo Dresden,34,11,8,15,42:52,-10,41,L2,2018
15,SpVgg Greuther Fürth,34,10,10,14,37:48,-11,40,L2,2018
16,FC Erzgebirge Aue,34,10,10,14,35:49,-14,40,L2,2018
17,Eintracht Braunschweig,34,8,15,11,37:43,-6,39,L2,2018
18,1.FC Kaiserslautern,34,9,8,17,42:55,-13,35,L2,2018
