Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,CF Os Belenenses,42,29,7,6,75:41,34,94,PO2,2013
2,FC Arouca,42,21,10,11,65:48,17,73,PO2,2013
3,Leixões SC,42,18,14,10,49:36,13,68,PO2,2013
4,Sporting CP B,42,17,15,10,62:47,15,66,PO2,2013
5,Desportivo Aves (- 2020),42,16,17,9,47:42,5,65,PO2,2013
6,Portimonense SC,42,17,13,12,61:50,11,64,PO2,2013
7,SL Benfica B,42,15,17,10,71:54,17,62,PO2,2013
8,FC Penafiel,42,16,12,14,48:44,4,60,PO2,2013
9,UD Oliveirense,42,16,12,14,52:49,3,60,PO2,2013
10,CD Santa Clara,42,15,14,13,55:48,7,59,PO2,2013
11,CD Tondela,42,16,11,15,55:60,-5,59,PO2,2013
12,Naval 1º de Maio,42,13,18,11,51:50,1,57,PO2,2013
13,CD Feirense,42,15,11,16,61:59,2,56,PO2,2013
14,CF União Madeira (-2021),42,13,17,12,47:46,1,56,PO2,2013
15,FC Porto B,42,13,15,14,49:49,0,54,PO2,2013
16,CS Marítimo B,42,14,7,21,40:46,-6,49,PO2,2013
17,SC Braga B,42,12,13,17,39:51,-12,49,PO2,2013
18,Atlético CP,42,12,8,22,45:63,-18,44,PO2,2013
19,CD Trofense,42,9,13,20,41:60,-19,40,PO2,2013
20,SC Covilhã,42,7,17,18,37:52,-15,38,PO2,2013
21,Vitória Guimarães SC B,42,7,15,20,30:56,-26,36,PO2,2013
22,SC Freamunde,42,7,12,23,46:75,-29,33,PO2,2013
