Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,Real Madrid,38,23,7,8,66:40,26,76,ES1,2007
2,FC Barcelona,38,22,10,6,78:33,45,76,ES1,2007
3,Sevilla FC,38,21,8,9,64:35,29,71,ES1,2007
4,Valencia CF,38,20,6,12,57:42,15,66,ES1,2007
5,Villarreal CF,38,18,8,12,48:44,4,62,ES1,2007
6,Real Zaragoza,38,16,12,10,55:43,12,60,ES1,2007
7,Atlético de Madrid,38,17,9,12,46:39,7,60,ES1,2007
8,Recreativo Huelva,38,15,9,14,54:52,2,54,ES1,2007
9,Getafe CF,38,14,10,14,39:33,6,52,ES1,2007
10,Racing Santander,38,12,14,12,42:48,-6,50,ES1,2007
11,RCD Mallorca,38,14,7,17,41:47,-6,49,ES1,2007
12,RCD Espanyol Barcelona,38,12,13,13,46:53,-7,49,ES1,2007
13,Deportivo de La Coruña,38,12,11,15,32:45,-13,47,ES1,2007
14,CA Osasuna,38,13,7,18,51:49,2,46,ES1,2007
15,Levante UD,38,10,12,16,37:53,-16,42,ES1,2007
16,Real Betis Balompié,38,8,16,14,36:49,-13,40,ES1,2007
17,Athletic Bilbao,38,10,10,18,44:62,-18,40,ES1,2007
18,Celta de Vigo,38,10,9,19,40:59,-19,39,ES1,2007
19,Real Sociedad,38,8,11,19,32:47,-15,35,ES1,2007
20,Gimnàstic de Tarragona,38,7,7,24,34:69,-35,28,ES1,2007
