Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,US Lecce,42,20,15,7,66:47,19,75,IT2,2010
2,AC Cesena,42,20,14,8,55:29,26,74,IT2,2010
3,Brescia Calcio,42,21,9,12,60:44,16,72,IT2,2010
4,US Sassuolo,42,18,15,9,60:42,18,69,IT2,2010
5,Torino FC,42,19,11,12,53:36,17,68,IT2,2010
6,AS Cittadella,42,18,12,12,62:43,19,66,IT2,2010
7,US Grosseto FC,42,14,19,9,66:63,3,61,IT2,2010
8,FC Crotone,42,17,11,14,53:50,3,60,IT2,2010
9,Ascoli Calcio 1898,42,15,12,15,57:57,0,57,IT2,2010
10,Empoli FC ,42,15,11,16,66:56,10,56,IT2,2010
11,UC AlbinoLeffe,42,14,13,15,59:56,3,55,IT2,2010
12,Modena FC,42,14,12,16,39:47,-8,54,IT2,2010
13,Reggina Calcio,42,15,9,18,51:56,-5,54,IT2,2010
14,Vicenza Calcio,42,12,17,13,40:41,-1,53,IT2,2010
15,Piacenza FC,42,13,14,15,40:45,-5,53,IT2,2010
16,Frosinone Calcio,42,15,8,19,50:67,-17,53,IT2,2010
17,AC Ancona,42,15,9,18,55:56,-1,52,IT2,2010
18,US Triestina,42,13,12,17,41:51,-10,51,IT2,2010
19,Calcio Padova,42,12,15,15,44:48,-4,51,IT2,2010
20,AC Mantova 1911,42,10,18,14,46:58,-12,48,IT2,2010
21,Gallipoli Calcio,42,10,10,22,43:74,-31,40,IT2,2010
22,Salernitana Calcio 1919,42,5,8,29,40:80,-40,17,IT2,2010
