Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,SM Caen,38,18,15,5,52:30,22,69,FR2,2010
2,Stade Brestois 29,38,20,7,11,53:34,19,67,FR2,2010
3,AC Arles-Avignon,38,16,12,10,43:39,4,60,FR2,2010
4,FC Metz,38,14,14,10,43:39,4,56,FR2,2010
5,Angers SCO,38,15,10,13,46:43,3,55,FR2,2010
6,Clermont Foot Auvergne 63,38,15,9,14,48:41,7,54,FR2,2010
7,AC Le Havre,38,14,10,14,45:50,-5,52,FR2,2010
8,Stade Lavallois,38,11,18,9,49:41,8,51,FR2,2010
9,Dijon FCO,38,12,15,11,52:46,6,51,FR2,2010
10,Nîmes Olympique,38,13,12,13,37:43,-6,51,FR2,2010
11,Tours FC,38,11,16,11,47:46,1,49,FR2,2010
12,CS Sedan-Ardennes,38,11,16,11,46:46,0,49,FR2,2010
13,AC Ajaccio,38,13,9,16,41:42,-1,48,FR2,2010
14,Vannes OC,38,11,13,14,40:49,-9,46,FR2,2010
15,FC Nantes,38,12,9,17,43:54,-11,45,FR2,2010
16,LB Châteauroux,38,10,14,14,50:54,-4,44,FR2,2010
17,FC Istres Ouest Provence ,38,11,11,16,34:52,-18,44,FR2,2010
18,EA Guingamp,38,9,16,13,35:40,-5,43,FR2,2010
19,RC Strasbourg Alsace,38,9,15,14,42:49,-7,42,FR2,2010
20,SC Bastia,38,10,9,19,40:48,-8,39,FR2,2010
