Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,Juventus FC,38,29,4,5,75:20,55,91,IT1,2016
2,SSC Napoli,38,25,7,6,80:32,48,82,IT1,2016
3,AS Roma,38,23,11,4,83:41,42,80,IT1,2016
4,Inter Milan,38,20,7,11,50:38,12,67,IT1,2016
5,ACF Fiorentina,38,18,10,10,60:42,18,64,IT1,2016
6,US Sassuolo,38,16,13,9,49:40,9,61,IT1,2016
7,AC Milan,38,15,12,11,49:43,6,57,IT1,2016
8,SS Lazio,38,15,9,14,52:52,0,54,IT1,2016
9,Chievo Verona,38,13,11,14,43:45,-2,50,IT1,2016
10,Genoa CFC,38,13,7,18,45:48,-3,46,IT1,2016
11,Empoli FC ,38,12,10,16,40:49,-9,46,IT1,2016
12,Torino FC,38,12,9,17,52:55,-3,45,IT1,2016
13,Atalanta BC,38,11,12,15,41:47,-6,45,IT1,2016
14,Bologna FC 1909,38,11,9,18,33:45,-12,42,IT1,2016
15,UC Sampdoria,38,10,10,18,48:61,-13,40,IT1,2016
16,US Palermo,38,10,9,19,38:65,-27,39,IT1,2016
17,Udinese Calcio,38,10,9,19,35:60,-25,39,IT1,2016
18,Carpi FC 1909,38,9,11,18,37:57,-20,38,IT1,2016
19,Frosinone Calcio,38,8,7,23,35:76,-41,31,IT1,2016
20,Hellas Verona,38,5,13,20,34:63,-29,28,IT1,2016
