Rank,Club,Pld,W,D,L,Goals,+/-,Pts,League,Year
1,Levante UD,42,25,9,8,57:32,25,84,ES2,2017
2,Girona FC,42,20,10,12,65:45,20,70,ES2,2017
3,Getafe CF,42,18,14,10,55:43,12,68,ES2,2017
4,CD Tenerife,42,16,18,8,50:37,13,66,ES2,2017
5,Cádiz CF,42,16,16,10,55:40,15,64,ES2,2017
6,SD Huesca,42,16,15,11,53:43,10,63,ES2,2017
7,Real Valladolid CF,42,18,9,15,52:47,5,63,ES2,2017
8,Real Oviedo,42,17,10,15,47:47,0,61,ES2,2017
9,CD Lugo,42,14,13,15,49:52,-3,55,ES2,2017
10,Córdoba CF,42,14,13,15,42:52,-10,55,ES2,2017
11,CF Reus Deportiu,42,13,16,13,31:29,2,55,ES2,2017
12,Rayo Vallecano,42,14,11,17,44:44,0,53,ES2,2017
13,Sevilla Atlético,42,13,14,15,55:56,-1,53,ES2,2017
14,Gimnàstic de Tarragona,42,12,16,14,47:51,-4,52,ES2,2017
15,UD Almería,42,14,9,19,44:49,-5,51,ES2,2017
16,Real Zaragoza,42,12,14,16,50:52,-2,50,ES2,2017
17,CD Numancia,42,11,17,14,40:49,-9,50,ES2,2017
18,AD Alcorcón,42,13,11,18,32:43,-11,50,ES2,2017
19,UCAM Murcia CF,42,11,15,16,42:51,-9,48,ES2,2017
20,RCD Mallorca,42,9,18,15,42:50,-8,45,ES2,2017
21,Elche CF,42,11,10,21,49:63,-14,43,ES2,2017
22,CD Mirandés,42,9,14,19,40:66,-26,41,ES2,2017
